Question Type,No. of students attended the question,Time Taken ,Number of times MCQ option change,No. of Times compilation,No. of Hints used,Programming Language,Feedback,Correct,Wrong,Partially Correct,Maximum mark,Difficulty
3,3606150,7031,0,0,0,0,1,2704612.5,901537.5,0,1,Easy
3,6382191,5827,0,0,0,0,1,4786643.25,1595547.75,0,2,Easy
3,4998410,4740,0,0,0,0,1,3748807.5,1249602.5,0,6,Medium
3,1512418,5701,0,0,0,0,1,1134313.5,378104.5,0,2,Easy
3,1002412,3581,0,0,0,0,1,751809,250603,0,5,Easy
3,949486,5736,0,0,0,0,0,712114.5,237371.5,0,1,Easy
3,5899181,8524,0,0,0,0,1,4424385.75,1474795.25,0,3,Easy
3,1873153,6781,0,0,0,0,1,1404864.75,468288.25,0,6,Easy
3,192583,7940,0,0,0,0,0,144437.25,48145.75,0,2,Easy
3,3818233,7496,0,0,0,0,1,2863674.75,954558.25,0,2,Easy
3,677194,7168,0,0,0,0,1,507895.5,169298.5,0,3,Medium
3,5376772,7110,0,0,0,0,0,4032579,1344193,0,5,Easy
3,3583673,6468,0,0,0,0,0,2687754.75,895918.25,0,2,Easy
3,5513878,237,0,0,0,0,1,4135408.5,1378469.5,0,4,Easy
3,5626928,6613,0,0,0,0,1,4220196,1406732,0,4,Easy
3,5387938,150,0,0,0,0,0,4040953.5,1346984.5,0,1,Easy
3,621943,1804,0,0,0,0,0,466457.25,155485.75,0,3,Easy
3,6436759,3988,0,0,0,0,0,4827569.25,1609189.75,0,6,Medium
3,2092085,1356,0,0,0,0,1,1569063.75,523021.25,0,3,Easy
3,4916809,8631,0,0,0,0,1,3687606.75,1229202.25,0,1,Easy
3,4906073,7064,0,0,0,0,1,3679554.75,1226518.25,0,4,Easy
3,3521422,6246,0,0,0,0,0,2641066.5,880355.5,0,5,Easy
3,1338387,7911,0,0,0,0,1,1003790.25,334596.75,0,4,Easy
3,1570501,5117,0,0,0,0,1,1177875.75,392625.25,0,2,Medium
3,6572695,6029,0,0,0,0,1,4929521.25,1643173.75,0,1,Easy
3,4493420,8577,0,0,0,0,1,3370065,1123355,0,4,Easy
3,4391322,2224,0,0,0,0,0,3293491.5,1097830.5,0,5,Easy
3,5383125,3192,0,0,0,0,0,4037343.75,1345781.25,0,2,Easy
3,6368480,8571,0,0,0,0,0,4776360,1592120,0,3,Medium
3,2437320,1754,0,0,0,0,0,1827990,609330,0,5,Easy
3,6722131,6408,0,0,0,0,1,5041598.25,1680532.75,0,4,Easy
3,6909022,5304,0,0,0,0,0,5181766.5,1727255.5,0,2,Easy
3,4023081,6722,0,0,0,0,1,3017310.75,1005770.25,0,3,Easy
3,6909194,2064,0,0,0,0,0,5181895.5,1727298.5,0,4,Easy
3,2338546,1949,0,0,0,0,1,1753909.5,584636.5,0,5,Easy
3,5885182,8683,0,0,0,0,0,4413886.5,1471295.5,0,3,Easy
3,4943976,950,0,0,0,0,0,3707982,1235994,0,4,Easy
3,1418715,6104,0,0,0,0,0,1064036.25,354678.75,0,4,Easy
3,4326420,5833,0,0,0,0,1,3244815,1081605,0,6,Easy
3,6524195,2613,0,0,0,0,0,4893146.25,1631048.75,0,5,Easy
3,694961,6350,0,0,0,0,1,521220.75,173740.25,0,5,Easy
3,1347247,2360,0,0,0,0,0,1010435.25,336811.75,0,3,Easy
3,498113,8316,0,0,0,0,0,373584.75,124528.25,0,2,Medium
3,3335431,3445,0,0,0,0,1,2501573.25,833857.75,0,5,Easy
3,1830141,1980,0,0,0,0,0,1372605.75,457535.25,0,6,Easy
3,1344940,6374,0,0,0,0,1,1008705,336235,0,1,Easy
3,1121031,3612,0,0,0,0,1,840773.25,280257.75,0,4,Medium
3,3155944,6224,0,0,0,0,1,2366958,788986,0,3,Easy
3,2430764,5288,0,0,0,0,0,1823073,607691,0,3,Easy
3,91671,5570,0,0,0,0,0,68753.25,22917.75,0,6,Easy
3,6578922,6643,0,0,0,0,1,4934191.5,1644730.5,0,4,Easy
3,2908776,8127,0,0,0,0,1,2181582,727194,0,1,Easy
3,3851572,3393,0,0,0,0,1,2888679,962893,0,2,Easy
3,6358819,8303,0,0,0,0,0,4769114.25,1589704.75,0,4,Easy
3,3456366,8353,0,0,0,0,1,2592274.5,864091.5,0,2,Medium
3,1920756,2240,0,0,0,0,0,1440567,480189,0,4,Easy
3,4382705,7238,0,0,0,0,0,3287028.75,1095676.25,0,4,Medium
3,2761330,3489,0,0,0,0,1,2070997.5,690332.5,0,1,Easy
3,4493830,1875,0,0,0,0,0,3370372.5,1123457.5,0,4,Easy
3,2095028,5100,0,0,0,0,0,1571271,523757,0,1,Easy
3,6388956,6794,0,0,0,0,1,4791717,1597239,0,6,Easy
3,1210850,3822,0,0,0,0,0,908137.5,302712.5,0,6,Easy
3,4327356,5889,0,0,0,0,1,3245517,1081839,0,2,Easy
3,590727,7294,0,0,0,0,0,443045.25,147681.75,0,5,Easy
3,1537813,5721,0,0,0,0,0,1153359.75,384453.25,0,3,Easy
3,5306593,5341,0,0,0,0,0,3979944.75,1326648.25,0,2,Easy
3,5447000,5496,0,0,0,0,1,4085250,1361750,0,4,Easy
3,618242,1203,0,0,0,0,0,463681.5,154560.5,0,6,Easy
3,5325053,257,0,0,0,0,0,3993789.75,1331263.25,0,1,Medium
3,6842598,3935,0,0,0,0,0,5131948.5,1710649.5,0,4,Easy
3,5299893,3197,0,0,0,0,1,3974919.75,1324973.25,0,4,Easy
3,3224763,6713,0,0,0,0,0,2418572.25,806190.75,0,6,Medium
3,1680075,6962,0,0,0,0,0,1260056.25,420018.75,0,6,Easy
3,1387685,1223,0,0,0,0,1,1040763.75,346921.25,0,4,Easy
3,3465582,6526,0,0,0,0,1,2599186.5,866395.5,0,1,Medium
3,5595371,2554,0,0,0,0,1,4196528.25,1398842.75,0,6,Easy
3,2755381,5106,0,0,0,0,0,2066535.75,688845.25,0,3,Easy
3,3461992,1798,0,0,0,0,1,2596494,865498,0,2,Easy
3,3499508,3247,0,0,0,0,0,2624631,874877,0,4,Medium
3,5667289,6701,0,0,0,0,0,4250466.75,1416822.25,0,3,Easy
3,4042468,5014,0,0,0,0,0,3031851,1010617,0,2,Easy
3,5567396,4056,0,0,0,0,0,4175547,1391849,0,2,Easy
3,4472917,8393,0,0,0,0,1,3354687.75,1118229.25,0,1,Easy
3,1973863,1952,0,0,0,0,0,1480397.25,493465.75,0,2,Easy
3,2731050,3950,0,0,0,0,0,2048287.5,682762.5,0,2,Medium
3,3894600,4130,0,0,0,0,1,2920950,973650,0,1,Medium
3,3910773,1229,0,0,0,0,1,2933079.75,977693.25,0,1,Easy
3,5240915,493,0,0,0,0,0,3930686.25,1310228.75,0,1,Easy
3,1978235,112,0,0,0,0,0,1483676.25,494558.75,0,1,Medium
3,5153595,6899,0,0,0,0,0,3865196.25,1288398.75,0,4,Easy
3,2245307,1734,0,0,0,0,0,1683980.25,561326.75,0,2,Easy
3,5395226,6317,0,0,0,0,1,4046419.5,1348806.5,0,4,Easy
3,6080638,8217,0,0,0,0,1,4560478.5,1520159.5,0,3,Easy
3,4560038,6416,0,0,0,0,0,3420028.5,1140009.5,0,1,Easy
3,6928338,874,0,0,0,0,0,5196253.5,1732084.5,0,4,Medium
3,6381717,6124,0,0,0,0,1,4786287.75,1595429.25,0,6,Easy
3,3048678,2903,0,0,0,0,0,2286508.5,762169.5,0,1,Easy
3,5793252,586,0,0,0,0,1,4344939,1448313,0,1,Medium
3,3824082,4770,0,0,0,0,1,2868061.5,956020.5,0,6,Easy
3,1922211,1861,0,0,0,0,0,1441658.25,480552.75,0,4,Easy
3,3828055,1084,0,0,0,0,1,2871041.25,957013.75,0,6,Easy
3,3390486,8677,0,0,0,0,1,2542864.5,847621.5,0,5,Easy
3,5678955,8645,0,0,0,0,1,4259216.25,1419738.75,0,5,Easy
3,547335,3568,0,0,0,0,1,410501.25,136833.75,0,1,Medium
3,5278640,8443,0,0,0,0,0,3958980,1319660,0,4,Easy
3,955130,3383,0,0,0,0,0,716347.5,238782.5,0,5,Easy
3,1614107,3640,0,0,0,0,1,1210580.25,403526.75,0,4,Easy
3,3075836,4341,0,0,0,0,1,2306877,768959,0,6,Easy
3,3570609,8758,0,0,0,0,1,2677956.75,892652.25,0,4,Easy
3,6409998,3581,0,0,0,0,1,4807498.5,1602499.5,0,5,Medium
3,199071,3578,0,0,0,0,0,149303.25,49767.75,0,2,Easy
3,4041477,7227,0,0,0,0,1,3031107.75,1010369.25,0,5,Easy
3,5371423,5354,0,0,0,0,1,4028567.25,1342855.75,0,3,Easy
3,4509006,1976,0,0,0,0,0,3381754.5,1127251.5,0,4,Easy
3,1704108,5213,0,0,0,0,0,1278081,426027,0,3,Easy
3,365129,4644,0,0,0,0,1,273846.75,91282.25,0,4,Medium
3,2167419,4110,0,0,0,0,0,1625564.25,541854.75,0,1,Easy
3,5732997,8467,0,0,0,0,0,4299747.75,1433249.25,0,2,Easy
3,1710984,6597,0,0,0,0,1,1283238,427746,0,2,Easy
3,3467031,8274,0,0,0,0,0,2600273.25,866757.75,0,3,Medium
3,6079840,3415,0,0,0,0,1,4559880,1519960,0,2,Medium
3,755417,6879,0,0,0,0,0,566562.75,188854.25,0,3,Easy
3,5940930,2728,0,0,0,0,1,4455697.5,1485232.5,0,3,Easy
3,6282214,2231,0,0,0,0,0,4711660.5,1570553.5,0,2,Medium
3,2729662,8049,0,0,0,0,0,2047246.5,682415.5,0,3,Easy
3,6750490,4992,0,0,0,0,1,5062867.5,1687622.5,0,2,Easy
3,5772381,873,0,0,0,0,1,4329285.75,1443095.25,0,6,Easy
3,583252,3119,0,0,0,0,0,437439,145813,0,2,Easy
3,2051388,3265,0,0,0,0,1,1538541,512847,0,4,Easy
3,4972370,8170,0,0,0,0,1,3729277.5,1243092.5,0,2,Easy
3,3768604,2688,0,0,0,0,1,2826453,942151,0,5,Easy
3,3460748,4759,0,0,0,0,1,2595561,865187,0,3,Easy
3,5103250,8094,0,0,0,0,1,3827437.5,1275812.5,0,2,Medium
3,3506026,6462,0,0,0,0,1,2629519.5,876506.5,0,3,Easy
3,737395,2891,0,0,0,0,1,553046.25,184348.75,0,4,Easy
3,3273285,165,0,0,0,0,1,2454963.75,818321.25,0,4,Easy
3,6543491,3731,0,0,0,0,0,4907618.25,1635872.75,0,4,Easy
3,4019755,8252,0,0,0,0,1,3014816.25,1004938.75,0,6,Easy
3,803965,3805,0,0,0,0,0,602973.75,200991.25,0,5,Medium
3,4197009,125,0,0,0,0,1,3147756.75,1049252.25,0,4,Easy
3,4176106,6577,0,0,0,0,1,3132079.5,1044026.5,0,5,Easy
3,5390990,7779,0,0,0,0,1,4043242.5,1347747.5,0,5,Easy
3,4387543,7800,0,0,0,0,0,3290657.25,1096885.75,0,3,Easy
3,1772722,6587,0,0,0,0,0,1329541.5,443180.5,0,2,Easy
3,6603607,3973,0,0,0,0,0,4952705.25,1650901.75,0,4,Easy
3,3613622,2973,0,0,0,0,0,2710216.5,903405.5,0,6,Easy
3,5977252,7307,0,0,0,0,1,4482939,1494313,0,2,Easy
3,5691955,6471,0,0,0,0,0,4268966.25,1422988.75,0,1,Easy
3,6501076,6741,0,0,0,0,0,4875807,1625269,0,5,Easy
3,522292,1433,0,0,0,0,0,391719,130573,0,3,Easy
3,5262823,3165,0,0,0,0,1,3947117.25,1315705.75,0,2,Easy
3,1182203,4260,0,0,0,0,1,886652.25,295550.75,0,3,Easy
3,4658757,4055,0,0,0,0,0,3494067.75,1164689.25,0,1,Easy
3,3856349,3493,0,0,0,0,1,2892261.75,964087.25,0,3,Easy
3,1186232,4723,0,0,0,0,1,889674,296558,0,4,Easy
3,5501291,830,0,0,0,0,0,4125968.25,1375322.75,0,3,Easy
3,3643635,1092,0,0,0,0,0,2732726.25,910908.75,0,4,Easy
3,5554256,2706,0,0,0,0,1,4165692,1388564,0,1,Easy
3,5998714,5987,0,0,0,0,0,4499035.5,1499678.5,0,5,Easy
3,6191793,8990,0,0,0,0,0,4643844.75,1547948.25,0,1,Medium
3,6180849,1623,0,0,0,0,0,4635636.75,1545212.25,0,3,Easy
3,2746565,1004,0,0,0,0,0,2059923.75,686641.25,0,2,Easy
3,192141,6892,0,0,0,0,0,144105.75,48035.25,0,5,Easy
3,95409,2103,0,0,0,0,0,71556.75,23852.25,0,3,Easy
3,2536774,3428,0,0,0,0,0,1902580.5,634193.5,0,6,Easy
3,3603748,7706,0,0,0,0,1,2702811,900937,0,4,Easy
3,4562397,3614,0,0,0,0,1,3421797.75,1140599.25,0,6,Easy
3,6145908,7709,0,0,0,0,1,4609431,1536477,0,3,Easy
3,4300425,3122,0,0,0,0,1,3225318.75,1075106.25,0,1,Medium
3,4192117,5277,0,0,0,0,0,3144087.75,1048029.25,0,1,Easy
3,2133662,311,0,0,0,0,0,1600246.5,533415.5,0,2,Easy
3,1111875,5174,0,0,0,0,0,833906.25,277968.75,0,4,Medium
3,2463052,3837,0,0,0,0,1,1847289,615763,0,3,Easy
3,1200808,8994,0,0,0,0,0,900606,300202,0,5,Easy
3,4479261,7837,0,0,0,0,1,3359445.75,1119815.25,0,6,Easy
3,1296142,479,0,0,0,0,1,972106.5,324035.5,0,4,Easy
3,6270733,5469,0,0,0,0,1,4703049.75,1567683.25,0,4,Easy
3,4881026,1217,0,0,0,0,1,3660769.5,1220256.5,0,1,Medium
3,3957154,3730,0,0,0,0,1,2967865.5,989288.5,0,4,Easy
3,1138398,5695,0,0,0,0,0,853798.5,284599.5,0,2,Easy
3,6029160,5240,0,0,0,0,0,4521870,1507290,0,2,Medium
3,4214028,3479,0,0,0,0,1,3160521,1053507,0,3,Easy
3,4237533,4600,0,0,0,0,1,3178149.75,1059383.25,0,1,Easy
3,157467,6424,0,0,0,0,1,118100.25,39366.75,0,3,Easy
3,5976357,8938,0,0,0,0,1,4482267.75,1494089.25,0,1,Easy
3,4694660,5975,0,0,0,0,1,3520995,1173665,0,2,Easy
3,155842,339,0,0,0,0,0,116881.5,38960.5,0,6,Easy
3,1141899,1420,0,0,0,0,0,856424.25,285474.75,0,5,Easy
3,4029249,132,0,0,0,0,1,3021936.75,1007312.25,0,6,Medium
3,5117982,3691,0,0,0,0,1,3838486.5,1279495.5,0,1,Medium
3,4681521,7565,0,0,0,0,0,3511140.75,1170380.25,0,5,Easy
3,76267,2986,0,0,0,0,0,57200.25,19066.75,0,3,Medium
3,2560682,7701,0,0,0,0,1,1920511.5,640170.5,0,1,Easy
3,948811,3934,0,0,0,0,0,711608.25,237202.75,0,2,Easy
3,2173444,1507,0,0,0,0,0,1630083,543361,0,1,Easy
3,1168560,1931,0,0,0,0,1,876420,292140,0,1,Easy
3,5292699,6212,0,0,0,0,1,3969524.25,1323174.75,0,3,Medium
3,2013050,538,0,0,0,0,0,1509787.5,503262.5,0,1,Easy
3,4904147,6294,0,0,0,0,1,3678110.25,1226036.75,0,3,Easy
3,1551275,1886,0,0,0,0,1,1163456.25,387818.75,0,2,Easy
3,6929549,4515,0,0,0,0,0,5197161.75,1732387.25,0,4,Easy
3,6067779,6288,0,0,0,0,0,4550834.25,1516944.75,0,6,Easy
3,1338124,8300,0,0,0,0,1,1003593,334531,0,3,Easy
3,2257352,8100,0,0,0,0,0,1693014,564338,0,4,Easy
3,5301532,3933,0,0,0,0,0,3976149,1325383,0,5,Easy
3,3823563,5869,0,0,0,0,1,2867672.25,955890.75,0,6,Easy
3,6745032,3155,0,0,0,0,1,5058774,1686258,0,4,Medium
3,1303374,5915,0,0,0,0,0,977530.5,325843.5,0,4,Easy
3,4808952,1711,0,0,0,0,0,3606714,1202238,0,1,Easy
3,1253512,4020,0,0,0,0,1,940134,313378,0,6,Medium
3,2317530,1920,0,0,0,0,1,1738147.5,579382.5,0,2,Easy
3,1816122,963,0,0,0,0,0,1362091.5,454030.5,0,5,Easy
3,2449424,7359,0,0,0,0,1,1837068,612356,0,1,Hard
3,6032790,8692,0,0,0,0,0,4524592.5,1508197.5,0,1,Easy
3,412059,6244,0,0,0,0,1,309044.25,103014.75,0,3,Easy
3,4201103,5549,0,0,0,0,1,3150827.25,1050275.75,0,6,Hard
3,3219355,318,0,0,0,0,0,2414516.25,804838.75,0,4,Easy
3,3502712,7996,0,0,0,0,1,2627034,875678,0,3,Easy
3,5335662,7045,0,0,0,0,0,4001746.5,1333915.5,0,1,Easy
3,682324,2433,0,0,0,0,0,511743,170581,0,4,Hard
3,5542445,6802,0,0,0,0,0,4156833.75,1385611.25,0,2,Easy
3,1969911,2590,0,0,0,0,1,1477433.25,492477.75,0,1,Easy
3,5235578,830,0,0,0,0,0,3926683.5,1308894.5,0,1,Easy
3,2839097,4966,0,0,0,0,1,2129322.75,709774.25,0,5,Hard
3,4718115,4509,0,0,0,0,0,3538586.25,1179528.75,0,3,Easy
3,5668211,3226,0,0,0,0,0,4251158.25,1417052.75,0,5,Easy
3,2615255,5658,0,0,0,0,0,1961441.25,653813.75,0,1,Easy
3,4781093,5592,0,0,0,0,0,3585819.75,1195273.25,0,4,Easy
3,5294088,5797,0,0,0,0,1,3970566,1323522,0,6,Hard
3,73238,2542,0,0,0,0,1,54928.5,18309.5,0,4,Easy
3,6743035,8833,0,0,0,0,0,5057276.25,1685758.75,0,5,Easy
3,1524044,3095,0,0,0,0,0,1143033,381011,0,6,Easy
3,4741633,3445,0,0,0,0,1,3556224.75,1185408.25,0,4,Easy
3,5512472,1812,0,0,0,0,1,4134354,1378118,0,1,Easy
3,5110785,1899,0,0,0,0,0,3833088.75,1277696.25,0,3,Hard
3,6200344,8003,0,0,0,0,1,4650258,1550086,0,3,Hard
3,3764353,2908,0,0,0,0,1,2823264.75,941088.25,0,3,Easy
3,5609625,5910,0,0,0,0,1,4207218.75,1402406.25,0,6,Easy
3,6109565,6685,0,0,0,0,1,4582173.75,1527391.25,0,3,Easy
3,5410858,7797,0,0,0,0,0,4058143.5,1352714.5,0,1,Easy
3,3474555,7822,0,0,0,0,1,2605916.25,868638.75,0,3,Easy
3,3850637,3767,0,0,0,0,0,2887977.75,962659.25,0,1,Easy
3,5106145,2571,0,0,0,0,1,3829608.75,1276536.25,0,1,Hard
3,2873396,1548,0,0,0,0,1,2155047,718349,0,1,Easy
3,3258673,996,0,0,0,0,0,2444004.75,814668.25,0,1,Easy
3,213127,1420,0,0,0,0,1,159845.25,53281.75,0,4,Easy
3,2799845,8304,0,0,0,0,1,2099883.75,699961.25,0,1,Easy
3,3897193,5936,0,0,0,0,1,2922894.75,974298.25,0,1,Easy
3,1754897,5362,0,0,0,0,1,1316172.75,438724.25,0,6,Easy
3,1161275,5391,0,0,0,0,1,870956.25,290318.75,0,4,Easy
3,4272719,2780,0,0,0,0,0,3204539.25,1068179.75,0,2,Hard
3,6922941,1108,0,0,0,0,1,5192205.75,1730735.25,0,5,Easy
3,330822,3996,0,0,0,0,1,248116.5,82705.5,0,6,Easy
3,4005346,564,0,0,0,0,0,3004009.5,1001336.5,0,2,Hard
3,6590757,355,0,0,0,0,1,4943067.75,1647689.25,0,2,Easy
3,2383237,6835,0,0,0,0,0,1787427.75,595809.25,0,1,Easy
3,2895957,1873,0,0,0,0,1,2171967.75,723989.25,0,4,Easy
3,666468,3073,0,0,0,0,1,499851,166617,0,4,Easy
3,6843189,576,0,0,0,0,1,5132391.75,1710797.25,0,1,Easy
3,2870807,8694,0,0,0,0,0,2153105.25,717701.75,0,1,Hard
3,874717,6784,0,0,0,0,1,656037.75,218679.25,0,3,Easy
3,2112367,8022,0,0,0,0,1,1584275.25,528091.75,0,2,Easy
3,5387974,7317,0,0,0,0,1,4040980.5,1346993.5,0,1,Hard
3,4026385,3014,0,0,0,0,0,3019788.75,1006596.25,0,2,Easy
3,640110,2803,0,0,0,0,0,480082.5,160027.5,0,2,Easy
3,4436512,8660,0,0,0,0,0,3327384,1109128,0,6,Easy
3,1686776,8813,0,0,0,0,1,1265082,421694,0,2,Easy
3,3974828,4107,0,0,0,0,1,2981121,993707,0,6,Hard
3,814984,5371,0,0,0,0,0,611238,203746,0,6,Easy
3,4114259,7842,0,0,0,0,1,3085694.25,1028564.75,0,5,Easy
3,2381199,3767,0,0,0,0,1,1785899.25,595299.75,0,3,Easy
3,1484591,1305,0,0,0,0,0,1113443.25,371147.75,0,1,Easy
3,6773303,4294,0,0,0,0,1,5079977.25,1693325.75,0,5,Easy
3,6472513,8986,0,0,0,0,0,4854384.75,1618128.25,0,4,Easy
3,4441549,3365,0,0,0,0,1,3331161.75,1110387.25,0,2,Easy
3,1317092,2484,0,0,0,0,1,987819,329273,0,6,Easy
3,1274814,3140,0,0,0,0,0,956110.5,318703.5,0,4,Easy
3,3409440,3826,0,0,0,0,0,2557080,852360,0,5,Easy
3,2235893,3763,0,0,0,0,1,1676919.75,558973.25,0,6,Easy
3,189368,1008,0,0,0,0,1,142026,47342,0,6,Hard
3,2943033,6374,0,0,0,0,0,2207274.75,735758.25,0,4,Easy
3,765189,6917,0,0,0,0,1,573891.75,191297.25,0,2,Easy
3,4817627,6351,0,0,0,0,1,3613220.25,1204406.75,0,1,Easy
3,1682020,5171,0,0,0,0,0,1261515,420505,0,2,Easy
3,2450565,3334,0,0,0,0,0,1837923.75,612641.25,0,1,Easy
3,4345799,7106,0,0,0,0,1,3259349.25,1086449.75,0,5,Easy
3,5419342,701,0,0,0,0,0,4064506.5,1354835.5,0,3,Hard
3,831930,465,0,0,0,0,0,623947.5,207982.5,0,3,Easy
3,3391963,2946,0,0,0,0,1,2543972.25,847990.75,0,6,Easy
3,3502423,3982,0,0,0,0,1,2626817.25,875605.75,0,5,Easy
3,6259080,8250,0,0,0,0,0,4694310,1564770,0,1,Hard
3,1102502,654,0,0,0,0,1,826876.5,275625.5,0,3,Hard
3,1936932,8915,0,0,0,0,0,1452699,484233,0,4,Easy
3,545556,5254,0,0,0,0,1,409167,136389,0,6,Easy
3,4853860,5652,0,0,0,0,1,3640395,1213465,0,1,Easy
3,3162060,294,0,0,0,0,0,2371545,790515,0,3,Hard
3,5370284,4048,0,0,0,0,0,4027713,1342571,0,4,Easy
3,6827111,4484,0,0,0,0,0,5120333.25,1706777.75,0,3,Easy
3,1674602,1736,0,0,0,0,1,1255951.5,418650.5,0,4,Easy
3,2551639,3495,0,0,0,0,1,1913729.25,637909.75,0,4,Easy
3,3814925,6588,0,0,0,0,1,2861193.75,953731.25,0,1,Easy
3,2690377,6611,0,0,0,0,0,2017782.75,672594.25,0,1,Hard
3,3064029,2479,0,0,0,0,0,2298021.75,766007.25,0,3,Easy
3,6668273,1589,0,0,0,0,0,5001204.75,1667068.25,0,4,Easy
3,5191834,3875,0,0,0,0,0,3893875.5,1297958.5,0,6,Easy
3,4156559,1447,0,0,0,0,0,3117419.25,1039139.75,0,5,Easy
3,5292788,3554,0,0,0,0,0,3969591,1323197,0,4,Easy
3,5043291,5146,0,0,0,0,0,3782468.25,1260822.75,0,4,Easy
3,3627057,3210,0,0,0,0,0,2720292.75,906764.25,0,1,Hard
3,4122174,7264,0,0,0,0,1,3091630.5,1030543.5,0,4,Easy
3,770600,1936,0,0,0,0,0,577950,192650,0,2,Easy
3,1417799,7598,0,0,0,0,1,1063349.25,354449.75,0,4,Easy
3,6952826,6778,0,0,0,0,0,5214619.5,1738206.5,0,6,Hard
3,5997285,4674,0,0,0,0,0,4497963.75,1499321.25,0,2,Easy
3,954372,5677,0,0,0,0,1,715779,238593,0,2,Easy
3,1725779,1417,0,0,0,0,0,1294334.25,431444.75,0,2,Easy
3,6971983,2282,0,0,0,0,0,5228987.25,1742995.75,0,6,Hard
3,2305014,8354,0,0,0,0,0,1728760.5,576253.5,0,5,Easy
3,443926,5134,0,0,0,0,0,332944.5,110981.5,0,5,Easy
3,5672379,6728,0,0,0,0,0,4254284.25,1418094.75,0,3,Hard
3,5167065,5054,0,0,0,0,0,3875298.75,1291766.25,0,2,Easy
3,4724027,4765,0,0,0,0,1,3543020.25,1181006.75,0,2,Easy
3,2217292,7387,0,0,0,0,0,1662969,554323,0,3,Easy
3,4543689,8866,0,0,0,0,0,3407766.75,1135922.25,0,5,Easy
3,2912707,4835,0,0,0,0,1,2184530.25,728176.75,0,2,Easy
3,1582661,7670,0,0,0,0,1,1186995.75,395665.25,0,4,Easy
3,5007179,4179,0,0,0,0,1,3755384.25,1251794.75,0,2,Easy
3,1012075,7861,0,0,0,0,0,759056.25,253018.75,0,4,Easy
3,2964765,624,0,0,0,0,0,2223573.75,741191.25,0,5,Easy
3,6436922,4568,0,0,0,0,1,4827691.5,1609230.5,0,6,Easy
3,752080,4096,0,0,0,0,0,564060,188020,0,5,Easy
3,6120790,4443,0,0,0,0,1,4590592.5,1530197.5,0,6,Easy
3,5900278,7734,0,0,0,0,1,4425208.5,1475069.5,0,5,Easy
3,1821251,5254,0,0,0,0,0,1365938.25,455312.75,0,2,Easy
3,3435220,5028,0,0,0,0,1,2576415,858805,0,1,Hard
3,4346839,7188,0,0,0,0,0,3260129.25,1086709.75,0,4,Hard
3,4127182,6844,0,0,0,0,0,3095386.5,1031795.5,0,6,Easy
3,2111411,6265,0,0,0,0,0,1583558.25,527852.75,0,5,Easy
3,6363120,3881,0,0,0,0,0,4772340,1590780,0,4,Easy
3,5625823,5157,0,0,0,0,1,4219367.25,1406455.75,0,6,Hard
3,1654748,8824,0,0,0,0,0,1241061,413687,0,2,Easy
3,6017882,1706,0,0,0,0,0,4513411.5,1504470.5,0,4,Easy
3,5986887,1113,0,0,0,0,1,4490165.25,1496721.75,0,2,Hard
3,4065962,2869,0,0,0,0,0,3049471.5,1016490.5,0,6,Easy
3,5275036,5927,0,0,0,0,1,3956277,1318759,0,5,Easy
3,3609463,3592,0,0,0,0,1,2707097.25,902365.75,0,4,Hard
3,319413,7604,0,0,0,0,0,239559.75,79853.25,0,4,Easy
3,477233,6398,0,0,0,0,1,357924.75,119308.25,0,6,Easy
3,5261271,6741,0,0,0,0,0,3945953.25,1315317.75,0,2,Easy
3,3711000,7388,0,0,0,0,1,2783250,927750,0,1,Hard
3,2271119,8834,0,0,0,0,1,1703339.25,567779.75,0,6,Easy
3,2117278,5922,0,0,0,0,0,1587958.5,529319.5,0,1,Easy
3,2125986,2944,0,0,0,0,0,1594489.5,531496.5,0,3,Easy
3,3119382,6682,0,0,0,0,0,2339536.5,779845.5,0,1,Easy
3,2760677,6559,0,0,0,0,0,2070507.75,690169.25,0,5,Easy
3,6141670,7173,0,0,0,0,1,4606252.5,1535417.5,0,6,Easy
3,536195,1895,0,0,0,0,0,402146.25,134048.75,0,3,Easy
3,4196233,8329,0,0,0,0,1,3147174.75,1049058.25,0,3,Easy
3,6688460,883,0,0,0,0,0,5016345,1672115,0,5,Easy
3,6834659,4365,0,0,0,0,1,5125994.25,1708664.75,0,3,Easy
3,2139107,1101,0,0,0,0,0,1604330.25,534776.75,0,6,Easy
3,5973845,1959,0,0,0,0,0,4480383.75,1493461.25,0,6,Easy
3,2678654,5388,0,0,0,0,1,2008990.5,669663.5,0,1,Hard
3,5723042,5619,0,0,0,0,0,4292281.5,1430760.5,0,5,Easy
3,774036,6875,0,0,0,0,1,580527,193509,0,6,Easy
3,5845659,482,0,0,0,0,1,4384244.25,1461414.75,0,1,Easy
3,4206770,5391,0,0,0,0,0,3155077.5,1051692.5,0,6,Easy
3,6387390,1389,0,0,0,0,0,4790542.5,1596847.5,0,5,Easy
3,958783,1554,0,0,0,0,0,719087.25,239695.75,0,3,Easy
3,2436636,4788,0,0,0,0,0,1827477,609159,0,4,Easy
3,5735297,8101,0,0,0,0,1,4301472.75,1433824.25,0,1,Easy
3,970159,1093,0,0,0,0,0,727619.25,242539.75,0,4,Easy
3,1114475,2394,0,0,0,0,0,835856.25,278618.75,0,2,Easy
3,623421,4975,0,0,0,0,0,467565.75,155855.25,0,3,Easy
